Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
69_89,Ni,-65.0692430399358,16177,69,89,Other,Other,Other-Other
69_90,Ni,-53.9341642223299,16178,69,90,Other,Other,Other-Other
70_71,Ni,-53.4654595591128,16265,70,71,Other,Other,Other-Other
70_79,Ni,-58.0029790401459,16273,70,79,Other,Other,Other-Other
70_80,Ni,-58.4641735590994,16274,70,80,Other,Other,Other-Other
70_85,Ni,-73.1458397582173,16279,70,85,Other,Other,Other-Other
70_86,Ni,-73.8012208454311,16280,70,86,Other,Other,Other-Other
70_87,Ni,-69.2612344399095,16281,70,87,Other,Other,Other-Other
70_88,Ni,-68.5854155421257,16282,70,88,Other,Other,Other-Other
70_89,Ni,-66.51858798787,16283,70,89,Other,Other,Other-Other
70_90,Ni,-53.4758383110166,16284,70,90,Other,Other,Other-Other
71_79,Ni,-39.6150254309177,16293,71,79,Other,Other,Other-Other
71_80,Ni,-43.0532149337232,16294,71,80,Other,Other,Other-Other
71_85,Ni,-50.7104345597327,16299,71,85,Other,Other,Other-Other
71_86,Ni,-52.7619200944901,16300,71,86,Other,Other,Other-Other
71_87,Ni,-51.5180013813078,16301,71,87,Other,Other,Other-Other
71_88,Ni,-47.68343712762,16302,71,88,Other,Other,Other-Other
71_89,Ni,-45.6410537064076,16303,71,89,Other,Other,Other-Other
71_90,Ni,-42.2693229019642,16304,71,90,Other,Other,Other-Other
79_80,Ni,-52.556466370821,16418,79,80,Other,Other,Other-Other
79_85,Ni,-67.5086549855769,16423,79,85,Other,Other,Other-Other
79_86,Ni,-68.5630112998188,16424,79,86,Other,Other,Other-Other
79_87,Ni,-63.5859435200691,16425,79,87,Other,Other,Other-Other
79_88,Ni,-59.6479951776564,16426,79,88,Other,Other,Other-Other
79_89,Ni,-65.6837753877044,16427,79,89,Other,Other,Other-Other
79_90,Ni,-56.6418112665415,16428,79,90,Other,Other,Other-Other
80_85,Ni,-66.1898748427629,16518,80,85,Other,Other,Other-Other
80_86,Ni,-68.5486864894629,16519,80,86,Other,Other,Other-Other
80_87,Ni,-63.4619513824582,16520,80,87,Other,Other,Other-Other
80_88,Ni,-57.0059879794717,16521,80,88,Other,Other,Other-Other
80_89,Ni,-65.1701598726213,16522,80,89,Other,Other,Other-Other
80_90,Ni,-55.7745252326131,16523,80,90,Other,Other,Other-Other
85_86,Ni,-72.4653942734003,16559,85,86,Other,Other,Other-Other
85_87,Ni,-72.5388425961137,16560,85,87,Other,Other,Other-Other
85_88,Ni,-74.1984117180109,16561,85,88,Other,Other,Other-Other
85_89,Ni,-70.2901894450188,16562,85,89,Other,Other,Other-Other
85_90,Ni,-58.4837058261037,16563,85,90,Other,Other,Other-Other
86_87,Ni,-76.9898951649666,16565,86,87,Other,Other,Other-Other
86_88,Ni,-73.0119113661349,16566,86,88,Other,Other,Other-Other
86_89,Ni,-76.2029389739037,16567,86,89,Other,Other,Other-Other
86_90,Ni,-65.4769872426987,16568,86,90,Other,Other,Other-Other
87_88,Ni,-70.4342023283243,16570,87,88,Other,Other,Other-Other
87_89,Ni,-71.4410879909992,16571,87,89,Other,Other,Other-Other
87_90,Ni,-63.0045862346888,16572,87,90,Other,Other,Other-Other
88_89,Ni,-68.7004038058221,16574,88,89,Other,Other,Other-Other
88_90,Ni,-64.3887338861823,16575,88,90,Other,Other,Other-Other
89_90,Ni,-55.7783604748547,16577,89,90,Other,Other,Other-Other
67_68,Pd,-29.7718521729112,20297,67,68,Other,Other,Other-Other
67_69,Pd,-43.66,20298,67,69,Other,Other,Other-Other
67_70,Pd,-42.87,20299,67,70,Other,Other,Other-Other
67_71,Pd,-14.19,20300,67,71,Other,Other,Other-Other
67_79,Pd,-32.5297878347337,20308,67,79,Other,Other,Other-Other
