Record,Field,Value,idx,Ligand1,Ligand2,Group_L1,Group_L2,L1L2
52_61,Au,3.55122718587518,7181,52,61,Py,Py,Py-Py
52_62,Au,3.13430982083082,7182,52,62,Py,Py,Py-Py
52_63,Au,4.00447398796678,7183,52,63,Py,Py,Py-Py
52_64,Au,0.669095776975155,7184,52,64,Py,Py,Py-Py
52_65,Au,0.632344100624323,7185,52,65,Py,Py,Py-Py
52_66,Au,7.23957163840532,7186,52,66,Py,Py,Py-Py
53_54,Au,4.76289904490113,7212,53,54,Py,Py,Py-Py
53_55,Au,5.16200044006109,7213,53,55,Py,Py,Py-Py
53_56,Au,4.60395145043731,7214,53,56,Py,Py,Py-Py
53_57,Au,2.24357636645436,7215,53,57,Py,Py,Py-Py
53_58,Au,1.54516426473856,7216,53,58,Py,Py,Py-Py
53_59,Au,2.60456576943398,7217,53,59,Py,Py,Py-Py
53_60,Au,3.28038566187024,7218,53,60,Py,Py,Py-Py
53_61,Au,3.3351262062788,7219,53,61,Py,Py,Py-Py
53_62,Au,2.3417751006782,7220,53,62,Py,Py,Py-Py
53_63,Au,2.83681942149997,7221,53,63,Py,Py,Py-Py
53_64,Au,1.02894752845168,7222,53,64,Py,Py,Py-Py
53_65,Au,-1.33419414237142,7223,53,65,Py,Py,Py-Py
53_66,Au,7.88546473905444,7224,53,66,Py,Py,Py-Py
54_55,Au,5.66334583237767,7250,54,55,Py,Py,Py-Py
54_56,Au,4.73393967747688,7251,54,56,Py,Py,Py-Py
54_57,Au,4.22999235242605,7252,54,57,Py,Py,Py-Py
54_58,Au,4.30227264761925,7253,54,58,Py,Py,Py-Py
54_59,Au,4.0602245144546,7254,54,59,Py,Py,Py-Py
54_60,Au,3.48411379009485,7255,54,60,Py,Py,Py-Py
54_61,Au,4.21490956097841,7256,54,61,Py,Py,Py-Py
54_62,Au,4.40094856917858,7257,54,62,Py,Py,Py-Py
54_63,Au,4.32715724036098,7258,54,63,Py,Py,Py-Py
54_64,Au,2.69572958722711,7259,54,64,Py,Py,Py-Py
54_65,Au,-0.194291282445192,7260,54,65,Py,Py,Py-Py
54_66,Au,4.21994628384709,7261,54,66,Py,Py,Py-Py
55_56,Au,4.46788494288921,7287,55,56,Py,Py,Py-Py
55_57,Au,3.4431579709053,7288,55,57,Py,Py,Py-Py
55_58,Au,3.60237025469542,7289,55,58,Py,Py,Py-Py
55_59,Au,3.38615524768829,7290,55,59,Py,Py,Py-Py
55_60,Au,3.30699647963047,7291,55,60,Py,Py,Py-Py
55_61,Au,3.79363876208663,7292,55,61,Py,Py,Py-Py
55_62,Au,2.93990485742688,7293,55,62,Py,Py,Py-Py
55_63,Au,1.21740702912211,7294,55,63,Py,Py,Py-Py
55_64,Au,0.950441099703312,7295,55,64,Py,Py,Py-Py
55_65,Au,-1.08462706953287,7296,55,65,Py,Py,Py-Py
55_66,Au,7.6934759169817,7297,55,66,Py,Py,Py-Py
56_57,Au,2.42602001875639,7323,56,57,Py,Py,Py-Py
56_58,Au,4.09059065207839,7324,56,58,Py,Py,Py-Py
56_59,Au,3.41061545908451,7325,56,59,Py,Py,Py-Py
56_60,Au,3.18789692223072,7326,56,60,Py,Py,Py-Py
56_61,Au,1.5963793694973,7327,56,61,Py,Py,Py-Py
56_62,Au,2.92024897411466,7328,56,62,Py,Py,Py-Py
56_63,Au,0.695568427443504,7329,56,63,Py,Py,Py-Py
56_64,Au,-0.94172714650631,7330,56,64,Py,Py,Py-Py
56_65,Au,-1.83957471325994,7331,56,65,Py,Py,Py-Py
56_66,Au,5.95065597444773,7332,56,66,Py,Py,Py-Py
57_58,Au,2.31450804695487,7358,57,58,Py,Py,Py-Py
57_59,Au,2.07848291099071,7359,57,59,Py,Py,Py-Py
57_60,Au,2.02838557213545,7360,57,60,Py,Py,Py-Py
57_61,Au,2.77588818222284,7361,57,61,Py,Py,Py-Py
57_62,Au,3.83793519437313,7362,57,62,Py,Py,Py-Py
57_63,Au,3.34845473244786,7363,57,63,Py,Py,Py-Py
57_64,Au,1.15485695376992,7364,57,64,Py,Py,Py-Py
57_65,Au,-0.82550561055541,7365,57,65,Py,Py,Py-Py
57_66,Au,3.80171141028404,7366,57,66,Py,Py,Py-Py
58_59,Au,2.1403995230794,7392,58,59,Py,Py,Py-Py
58_60,Au,3.82529988512397,7393,58,60,Py,Py,Py-Py
58_61,Au,7.04,7394,58,61,Py,Py,Py-Py
58_62,Au,1.18241822347045,7395,58,62,Py,Py,Py-Py
58_63,Au,0.50794018805027,7396,58,63,Py,Py,Py-Py
58_64,Au,-2.44300079718232,7397,58,64,Py,Py,Py-Py
58_65,Au,0.744687203317881,7398,58,65,Py,Py,Py-Py
58_66,Au,5.59908029064536,7399,58,66,Py,Py,Py-Py
59_60,Au,-0.166355069726705,7425,59,60,Py,Py,Py-Py
59_61,Au,1.26486033573747,7426,59,61,Py,Py,Py-Py
59_62,Au,1.37434414774179,7427,59,62,Py,Py,Py-Py
59_63,Au,1.90765151008964,7428,59,63,Py,Py,Py-Py
59_64,Au,-0.603112619370222,7429,59,64,Py,Py,Py-Py
59_65,Au,-1.21846717596054,7430,59,65,Py,Py,Py-Py
59_66,Au,4.98251418024302,7431,59,66,Py,Py,Py-Py
60_61,Au,0.308009020984173,7543,60,61,Py,Py,Py-Py
60_62,Au,-0.0412136055529117,7544,60,62,Py,Py,Py-Py
60_63,Au,-0.873568214476109,7545,60,63,Py,Py,Py-Py
60_64,Au,-2.54615421593189,7546,60,64,Py,Py,Py-Py
60_65,Au,-3.40514098107815,7547,60,65,Py,Py,Py-Py
60_66,Au,2.36998675391078,7548,60,66,Py,Py,Py-Py
61_62,Au,1.234110429883,7574,61,62,Py,Py,Py-Py
61_63,Au,0.846801154315472,7575,61,63,Py,Py,Py-Py
61_64,Au,-2.59748316556215,7576,61,64,Py,Py,Py-Py
61_65,Au,-1.3893371000886,7577,61,65,Py,Py,Py-Py
61_66,Au,4.25908207148314,7578,61,66,Py,Py,Py-Py
62_63,Au,-0.571665097028017,7604,62,63,Py,Py,Py-Py
62_64,Au,-2.07558774203062,7605,62,64,Py,Py,Py-Py
62_65,Au,-2.11624345555902,7606,62,65,Py,Py,Py-Py
62_66,Au,4.73300169035792,7607,62,66,Py,Py,Py-Py
63_64,Au,-0.899618797004223,7633,63,64,Py,Py,Py-Py
63_65,Au,-3.59305032342672,7634,63,65,Py,Py,Py-Py
63_66,Au,3.00345691666007,7635,63,66,Py,Py,Py-Py
64_65,Au,0.223966803401709,7661,64,65,Py,Py,Py-Py
64_66,Au,1.65206342190504,7662,64,66,Py,Py,Py-Py
65_66,Au,-0.428337555378675,7688,65,66,Py,Py,Py-Py
50_51,Cu,2.6333259344101,11278,50,51,Py,Py,Py-Py
50_52,Cu,3.74566876143217,11279,50,52,Py,Py,Py-Py
50_53,Cu,4.02898484095931,11280,50,53,Py,Py,Py-Py
50_54,Cu,1.15920662134886,11281,50,54,Py,Py,Py-Py
50_55,Cu,2.76121683418751,11282,50,55,Py,Py,Py-Py
50_56,Cu,2.82121556997299,11283,50,56,Py,Py,Py-Py
50_57,Cu,0.817334838211536,11284,50,57,Py,Py,Py-Py
50_58,Cu,12.66,11285,50,58,Py,Py,Py-Py
50_59,Cu,2.49548042938113,11286,50,59,Py,Py,Py-Py
50_60,Cu,2.19439188763499,11287,50,60,Py,Py,Py-Py
50_61,Cu,6.23,11288,50,61,Py,Py,Py-Py
50_62,Cu,2.93116886168718,11289,50,62,Py,Py,Py-Py
50_63,Cu,1.51492680981755,11290,50,63,Py,Py,Py-Py
50_64,Cu,-3.35247644037008,11291,50,64,Py,Py,Py-Py
50_65,Cu,-3.60067426785827,11292,50,65,Py,Py,Py-Py
50_66,Cu,4.537766456604,11293,50,66,Py,Py,Py-Py
51_52,Cu,5.20099764317274,11319,51,52,Py,Py,Py-Py
51_53,Cu,4.80930158495903,11320,51,53,Py,Py,Py-Py
51_54,Cu,2.91139153763652,11321,51,54,Py,Py,Py-Py
51_55,Cu,3.8054519854486,11322,51,55,Py,Py,Py-Py
51_56,Cu,3.82287203893066,11323,51,56,Py,Py,Py-Py
51_57,Cu,1.29888404533267,11324,51,57,Py,Py,Py-Py
51_58,Cu,3.95630395412445,11325,51,58,Py,Py,Py-Py
51_59,Cu,3.83585679158568,11326,51,59,Py,Py,Py-Py
51_60,Cu,-2.08976373076439,11327,51,60,Py,Py,Py-Py
51_61,Cu,3.06853805109859,11328,51,61,Py,Py,Py-Py
51_62,Cu,3.27523715794086,11329,51,62,Py,Py,Py-Py
51_63,Cu,9.61,11330,51,63,Py,Py,Py-Py
51_64,Cu,-12.62,11331,51,64,Py,Py,Py-Py
51_65,Cu,-22.05,11332,51,65,Py,Py,Py-Py
51_66,Cu,3.16276262700558,11333,51,66,Py,Py,Py-Py
52_53,Cu,6.10012328252196,11359,52,53,Py,Py,Py-Py
52_54,Cu,4.53996729105711,11360,52,54,Py,Py,Py-Py
52_55,Cu,6.56977665424347,11361,52,55,Py,Py,Py-Py
52_56,Cu,4.16778738796711,11362,52,56,Py,Py,Py-Py
52_57,Cu,2.49295165017247,11363,52,57,Py,Py,Py-Py
52_58,Cu,4.36115407943726,11364,52,58,Py,Py,Py-Py
52_59,Cu,3.9796906709671,11365,52,59,Py,Py,Py-Py
